,country,latitude,longitude,date,year,month,week,day,yearWeek,population,confirmed,Deaths,recovered,testDone,testingRate,positivityRate,dosesReceived,dosesExported,firstDose,hospitalOccupancy,IcuOccupancy
0,Austria,48.2,16.366667,2020-04-06,2020,4,15,6,2020-15,8901064,12297,220,3463,12339,138.62,14.9,0,0,0,824,250
1,Austria,48.2,16.366667,2020-04-07,2020,4,15,7,2020-15,8901064,12639,243,4046,12339,138.62,14.9,0,0,0,857,243
2,Austria,48.2,16.366667,2020-04-08,2020,4,15,8,2020-15,8901064,12942,273,4512,12339,138.62,14.9,0,0,0,829,267
3,Austria,48.2,16.366667,2020-04-09,2020,4,15,9,2020-15,8901064,13244,295,5240,12339,138.62,14.9,0,0,0,820,266
4,Austria,48.2,16.366667,2020-04-10,2020,4,15,10,2020-15,8901064,13555,319,6064,12339,138.62,14.9,0,0,0,771,261
5,Austria,48.2,16.366667,2020-04-11,2020,4,15,11,2020-15,8901064,13806,337,6604,12339,138.62,14.9,0,0,0,790,245
6,Austria,48.2,16.366667,2020-04-12,2020,4,15,12,2020-15,8901064,13945,350,6987,12339,138.62,14.9,0,0,0,792,243
7,Austria,48.2,16.366667,2020-04-13,2020,4,16,13,2020-16,8901064,14041,368,7343,58488,657.09,1.17,0,0,0,742,239
8,Austria,48.2,16.366667,2020-04-14,2020,4,16,14,2020-16,8901064,14226,384,7633,58488,657.09,1.17,0,0,0,759,243
9,Austria,48.2,16.366667,2020-04-15,2020,4,16,15,2020-16,8901064,14336,393,8098,58488,657.09,1.17,0,0,0,769,232
10,Austria,48.2,16.366667,2020-04-16,2020,4,16,16,2020-16,8901064,14476,410,8986,58488,657.09,1.17,0,0,0,729,238
11,Austria,48.2,16.366667,2020-04-17,2020,4,16,17,2020-16,8901064,14595,431,9704,58488,657.09,1.17,0,0,0,682,227
12,Austria,48.2,16.366667,2020-04-18,2020,4,16,18,2020-16,8901064,14671,443,10214,58488,657.09,1.17,0,0,0,647,208
13,Austria,48.2,16.366667,2020-04-19,2020,4,16,19,2020-16,8901064,14749,452,10501,58488,657.09,1.17,0,0,0,613,204
14,Austria,48.2,16.366667,2020-04-20,2020,4,17,20,2020-17,8901064,14795,470,10631,33443,375.72,1.34,0,0,0,611,194
15,Austria,48.2,16.366667,2020-04-21,2020,4,17,21,2020-17,8901064,14873,491,10971,33443,375.72,1.34,0,0,0,560,196
16,Austria,48.2,16.366667,2020-04-22,2020,4,17,22,2020-17,8901064,14925,510,11328,33443,375.72,1.34,0,0,0,524,176
17,Austria,48.2,16.366667,2020-04-23,2020,4,17,23,2020-17,8901064,15002,522,11694,33443,375.72,1.34,0,0,0,508,169
18,Austria,48.2,16.366667,2020-04-24,2020,4,17,24,2020-17,8901064,15071,530,11872,33443,375.72,1.34,0,0,0,495,156
19,Austria,48.2,16.366667,2020-04-25,2020,4,17,25,2020-17,8901064,15148,536,12103,33443,375.72,1.34,0,0,0,460,148
20,Austria,48.2,16.366667,2020-04-26,2020,4,17,26,2020-17,8901064,15225,542,12282,33443,375.72,1.34,0,0,0,449,145
21,Austria,48.2,16.366667,2020-04-27,2020,4,18,27,2020-18,8901064,15274,549,12362,26598,298.82,1.17,0,0,0,439,140
22,Austria,48.2,16.366667,2020-04-28,2020,4,18,28,2020-18,8901064,15357,569,12580,26598,298.82,1.17,0,0,0,425,136
23,Austria,48.2,16.366667,2020-04-29,2020,4,18,29,2020-18,8901064,15402,580,12779,26598,298.82,1.17,0,0,0,386,131
24,Austria,48.2,16.366667,2020-04-30,2020,4,18,30,2020-18,8901064,15452,584,12907,26598,298.82,1.17,0,0,0,372,128
25,Austria,48.2,16.366667,2020-05-01,2020,5,18,1,2020-18,8901064,15531,589,13110,26598,298.82,1.17,0,0,0,348,124
26,Austria,48.2,16.366667,2020-05-02,2020,5,18,2,2020-18,8901064,15558,596,13180,26598,298.82,1.17,0,0,0,314,114
27,Austria,48.2,16.366667,2020-05-03,2020,5,18,3,2020-18,8901064,15597,598,13228,26598,298.82,1.17,0,0,0,308,114
28,Austria,48.2,16.366667,2020-05-04,2020,5,19,4,2020-19,8901064,15621,600,13316,42153,473.57,0.63,0,0,0,309,111
29,Austria,48.2,16.366667,2020-05-05,2020,5,19,5,2020-19,8901064,15650,606,13462,42153,473.57,0.63,0,0,0,314,104
30,Austria,48.2,16.366667,2020-05-06,2020,5,19,6,2020-19,8901064,15684,608,13639,42153,473.57,0.63,0,0,0,321,97
31,Austria,48.2,16.366667,2020-05-07,2020,5,19,7,2020-19,8901064,15752,609,13698,42153,473.57,0.63,0,0,0,268,92
32,Austria,48.2,16.366667,2020-05-08,2020,5,19,8,2020-19,8901064,15774,614,13836,42153,473.57,0.63,0,0,0,258,81
33,Austria,48.2,16.366667,2020-05-09,2020,5,19,9,2020-19,8901064,15833,615,13928,42153,473.57,0.63,0,0,0,230,79
34,Austria,48.2,16.366667,2020-05-10,2020,5,19,10,2020-19,8901064,15871,618,13991,42153,473.57,0.63,0,0,0,219,72
35,Austria,48.2,16.366667,2020-05-11,2020,5,20,11,2020-20,8901064,15882,620,14061,46001,516.8,0.73,0,0,0,211,68
36,Austria,48.2,16.366667,2020-05-12,2020,5,20,12,2020-20,8901064,15961,623,14148,46001,516.8,0.73,0,0,0,205,59
37,Austria,48.2,16.366667,2020-05-13,2020,5,20,13,2020-20,8901064,15997,624,14304,46001,516.8,0.73,0,0,0,188,55
38,Austria,48.2,16.366667,2020-05-14,2020,5,20,14,2020-20,8901064,16058,626,14405,46001,516.8,0.73,0,0,0,180,54
39,Austria,48.2,16.366667,2020-05-15,2020,5,20,15,2020-20,8901064,16109,628,14471,46001,516.8,0.73,0,0,0,165,47
40,Austria,48.2,16.366667,2020-05-16,2020,5,20,16,2020-20,8901064,16201,629,14524,46001,516.8,0.73,0,0,0,158,50
41,Austria,48.2,16.366667,2020-05-17,2020,5,20,17,2020-20,8901064,16242,629,14563,46001,516.8,0.73,0,0,0,149,48
42,Austria,48.2,16.366667,2020-05-18,2020,5,21,18,2020-21,8901064,16269,629,14614,39348,442.06,0.67,0,0,0,151,45
43,Austria,48.2,16.366667,2020-05-19,2020,5,21,19,2020-21,8901064,16321,632,14678,39348,442.06,0.67,0,0,0,143,39
44,Austria,48.2,16.366667,2020-05-20,2020,5,21,20,2020-21,8901064,16353,633,14882,39348,442.06,0.67,0,0,0,137,37
45,Austria,48.2,16.366667,2020-05-21,2020,5,21,21,2020-21,8901064,16404,633,14951,39348,442.06,0.67,0,0,0,156,32
46,Austria,48.2,16.366667,2020-05-22,2020,5,21,22,2020-21,8901064,16436,635,15005,39348,442.06,0.67,0,0,0,128,31
47,Austria,48.2,16.366667,2020-05-23,2020,5,21,23,2020-21,8901064,16486,639,15037,39348,442.06,0.67,0,0,0,116,28
48,Austria,48.2,16.366667,2020-05-24,2020,5,21,24,2020-21,8901064,16503,640,15063,39348,442.06,0.67,0,0,0,108,29
49,Austria,48.2,16.366667,2020-05-25,2020,5,22,25,2020-22,8901064,16539,641,15138,46677,524.4,0.42,0,0,0,108,31
50,Austria,48.2,16.366667,2020-05-26,2020,5,22,26,2020-22,8901064,16557,643,15182,46677,524.4,0.42,0,0,0,95,32
51,Austria,48.2,16.366667,2020-05-27,2020,5,22,27,2020-22,8901064,16591,645,15228,46677,524.4,0.42,0,0,0,84,32
52,Austria,48.2,16.366667,2020-05-28,2020,5,22,28,2020-22,8901064,16628,668,15286,46677,524.4,0.42,0,0,0,77,30
53,Austria,48.2,16.366667,2020-05-29,2020,5,22,29,2020-22,8901064,16655,668,15347,46677,524.4,0.42,0,0,0,78,25
54,Austria,48.2,16.366667,2020-05-30,2020,5,22,30,2020-22,8901064,16685,668,15520,46677,524.4,0.42,0,0,0,75,23
55,Austria,48.2,16.366667,2020-05-31,2020,5,22,31,2020-22,8901064,16731,668,15593,46677,524.4,0.42,0,0,0,70,27
56,Austria,48.2,16.366667,2020-06-01,2020,6,23,1,2020-23,8901064,16733,668,15596,41063,461.33,0.55,0,0,0,68,29
57,Austria,48.2,16.366667,2020-06-02,2020,6,23,2,2020-23,8901064,16759,669,15629,41063,461.33,0.55,0,0,0,62,26
58,Austria,48.2,16.366667,2020-06-03,2020,6,23,3,2020-23,8901064,16771,670,15672,41063,461.33,0.55,0,0,0,66,21
59,Austria,48.2,16.366667,2020-06-04,2020,6,23,4,2020-23,8901064,16805,670,15717,41063,461.33,0.55,0,0,0,65,22
60,Austria,48.2,16.366667,2020-06-05,2020,6,23,5,2020-23,8901064,16843,672,15742,41063,461.33,0.55,0,0,0,55,20
61,Austria,48.2,16.366667,2020-06-06,2020,6,23,6,2020-23,8901064,16898,672,15789,41063,461.33,0.55,0,0,0,55,17
62,Austria,48.2,16.366667,2020-06-07,2020,6,23,7,2020-23,8901064,16902,672,15793,41063,461.33,0.55,0,0,0,52,17
63,Austria,48.2,16.366667,2020-06-08,2020,6,24,8,2020-24,8901064,16968,672,15839,35243,395.94,0.49,0,0,0,65,17
64,Austria,48.2,16.366667,2020-06-09,2020,6,24,9,2020-24,8901064,16979,672,15875,35243,395.94,0.49,0,0,0,65,19
65,Austria,48.2,16.366667,2020-06-10,2020,6,24,10,2020-24,8901064,17005,673,15910,35243,395.94,0.49,0,0,0,63,17
66,Austria,48.2,16.366667,2020-06-11,2020,6,24,11,2020-24,8901064,17034,674,15949,35243,395.94,0.49,0,0,0,67,14
67,Austria,48.2,16.366667,2020-06-12,2020,6,24,12,2020-24,8901064,17064,675,15985,35243,395.94,0.49,0,0,0,60,9
68,Austria,48.2,16.366667,2020-06-13,2020,6,24,13,2020-24,8901064,17078,677,16012,35243,395.94,0.49,0,0,0,62,10
69,Austria,48.2,16.366667,2020-06-14,2020,6,24,14,2020-24,8901064,17109,677,16059,35243,395.94,0.49,0,0,0,57,12
70,Austria,48.2,16.366667,2020-06-15,2020,6,25,15,2020-25,8901064,17135,678,16066,15775,177.23,1.57,0,0,0,64,15
71,Austria,48.2,16.366667,2020-06-16,2020,6,25,16,2020-25,8901064,17189,681,16089,15775,177.23,1.57,0,0,0,66,12
72,Austria,48.2,16.366667,2020-06-17,2020,6,25,17,2020-25,8901064,17203,687,16099,15775,177.23,1.57,0,0,0,60,11
73,Austria,48.2,16.366667,2020-06-18,2020,6,25,18,2020-25,8901064,17223,688,16101,15775,177.23,1.57,0,0,0,64,8
74,Austria,48.2,16.366667,2020-06-19,2020,6,25,19,2020-25,8901064,17271,688,16141,15775,177.23,1.57,0,0,0,68,7
75,Austria,48.2,16.366667,2020-06-20,2020,6,25,20,2020-25,8901064,17323,688,16175,15775,177.23,1.57,0,0,0,66,8
76,Austria,48.2,16.366667,2020-06-21,2020,6,25,21,2020-25,8901064,17341,690,16197,15775,177.23,1.57,0,0,0,61,8
77,Austria,48.2,16.366667,2020-06-22,2020,6,26,22,2020-26,8901064,17380,690,16241,61905,695.48,0.54,0,0,0,59,10
78,Austria,48.2,16.366667,2020-06-23,2020,6,26,23,2020-26,8901064,17408,693,16261,61905,695.48,0.54,0,0,0,57,11
79,Austria,48.2,16.366667,2020-06-24,2020,6,26,24,2020-26,8901064,17449,693,16282,61905,695.48,0.54,0,0,0,59,11
80,Austria,48.2,16.366667,2020-06-25,2020,6,26,25,2020-26,8901064,17477,698,16320,61905,695.48,0.54,0,0,0,60,11
81,Austria,48.2,16.366667,2020-06-26,2020,6,26,26,2020-26,8901064,17522,698,16348,61905,695.48,0.54,0,0,0,60,10
82,Austria,48.2,16.366667,2020-06-27,2020,6,26,27,2020-26,8901064,17580,700,16371,61905,695.48,0.54,0,0,0,61,10
83,Austria,48.2,16.366667,2020-06-28,2020,6,26,28,2020-26,8901064,17654,702,16401,61905,695.48,0.54,0,0,0,62,9
84,Austria,48.2,16.366667,2020-06-29,2020,6,27,29,2020-27,8901064,17723,703,16420,45284,508.75,1.41,0,0,0,66,8
85,Austria,48.2,16.366667,2020-06-30,2020,6,27,30,2020-27,8901064,17766,705,16478,45284,508.75,1.41,0,0,0,58,6
86,Austria,48.2,16.366667,2020-07-01,2020,7,27,1,2020-27,8901064,17873,705,16491,45284,508.75,1.41,0,0,0,65,9
87,Austria,48.2,16.366667,2020-07-02,2020,7,27,2,2020-27,8901064,17941,705,16514,45284,508.75,1.41,0,0,0,62,7
88,Austria,48.2,16.366667,2020-07-03,2020,7,27,3,2020-27,8901064,18050,705,16558,45284,508.75,1.41,0,0,0,65,7
89,Austria,48.2,16.366667,2020-07-04,2020,7,27,4,2020-27,8901064,18165,705,16607,45284,508.75,1.41,0,0,0,60,8
90,Austria,48.2,16.366667,2020-07-05,2020,7,27,5,2020-27,8901064,18280,706,16615,45284,508.75,1.41,0,0,0,62,10
91,Austria,48.2,16.366667,2020-07-06,2020,7,28,6,2020-28,8901064,18365,706,16647,48936,549.78,1.22,0,0,0,67,11
92,Austria,48.2,16.366667,2020-07-07,2020,7,28,7,2020-28,8901064,18421,706,16686,48936,549.78,1.22,0,0,0,81,10
93,Austria,48.2,16.366667,2020-07-08,2020,7,28,8,2020-28,8901064,18513,706,16721,48936,549.78,1.22,0,0,0,66,11
94,Austria,48.2,16.366667,2020-07-09,2020,7,28,9,2020-28,8901064,18615,706,16758,48936,549.78,1.22,0,0,0,66,12
95,Austria,48.2,16.366667,2020-07-10,2020,7,28,10,2020-28,8901064,18709,706,16808,48936,549.78,1.22,0,0,0,71,9
96,Austria,48.2,16.366667,2020-07-11,2020,7,28,11,2020-28,8901064,18783,706,16864,48936,549.78,1.22,0,0,0,68,9
97,Austria,48.2,16.366667,2020-07-12,2020,7,28,12,2020-28,8901064,18897,708,16952,48936,549.78,1.22,0,0,0,73,10
98,Austria,48.2,16.366667,2020-07-13,2020,7,29,13,2020-29,8901064,18948,708,17000,51929,583.4,1.51,0,0,0,74,8
99,Austria,48.2,16.366667,2020-07-14,2020,7,29,14,2020-29,8901064,19021,709,17073,51929,583.4,1.51,0,0,0,74,9
100,Austria,48.2,16.366667,2020-07-15,2020,7,29,15,2020-29,8901064,19154,710,17175,51929,583.4,1.51,0,0,0,86,10
101,Austria,48.2,16.366667,2020-07-16,2020,7,29,16,2020-29,8901064,19270,711,17244,51929,583.4,1.51,0,0,0,83,11
102,Austria,48.2,16.366667,2020-07-17,2020,7,29,17,2020-29,8901064,19439,711,17335,51929,583.4,1.51,0,0,0,88,11
103,Austria,48.2,16.366667,2020-07-18,2020,7,29,18,2020-29,8901064,19573,711,17501,51929,583.4,1.51,0,0,0,87,11
104,Austria,48.2,16.366667,2020-07-19,2020,7,29,19,2020-29,8901064,19655,711,17599,51929,583.4,1.51,0,0,0,85,14
105,Austria,48.2,16.366667,2020-07-20,2020,7,30,20,2020-30,8901064,19743,711,17659,99229,1114.8,0.88,0,0,0,96,16
106,Austria,48.2,16.366667,2020-07-21,2020,7,30,21,2020-30,8901064,19827,710,17716,99229,1114.8,0.88,0,0,0,96,18
107,Austria,48.2,16.366667,2020-07-22,2020,7,30,22,2020-30,8901064,19929,711,17849,99229,1114.8,0.88,0,0,0,93,18
108,Austria,48.2,16.366667,2020-07-23,2020,7,30,23,2020-30,8901064,20099,711,17943,99229,1114.8,0.88,0,0,0,87,15
109,Austria,48.2,16.366667,2020-07-24,2020,7,30,24,2020-30,8901064,20214,711,18042,99229,1114.8,0.88,0,0,0,86,17
110,Austria,48.2,16.366667,2020-07-25,2020,7,30,25,2020-30,8901064,20338,712,18124,99229,1114.8,0.88,0,0,0,85,16
111,Austria,48.2,16.366667,2020-07-26,2020,7,30,26,2020-30,8901064,20472,712,18209,99229,1114.8,0.88,0,0,0,82,15
112,Austria,48.2,16.366667,2020-07-27,2020,7,31,27,2020-31,8901064,20558,713,18246,57416,645.05,1.38,0,0,0,79,16
113,Austria,48.2,16.366667,2020-07-28,2020,7,31,28,2020-31,8901064,20677,713,18379,57416,645.05,1.38,0,0,0,74,15
114,Austria,48.2,16.366667,2020-07-29,2020,7,31,29,2020-31,8901064,20850,716,18528,57416,645.05,1.38,0,0,0,74,20
115,Austria,48.2,16.366667,2020-07-30,2020,7,31,30,2020-31,8901064,20955,718,18628,57416,645.05,1.38,0,0,0,87,18
116,Austria,48.2,16.366667,2020-07-31,2020,7,31,31,2020-31,8901064,21130,718,18758,57416,645.05,1.38,0,0,0,84,16
117,Austria,48.2,16.366667,2020-08-01,2020,8,31,1,2020-31,8901064,21212,718,18911,57416,645.05,1.38,0,0,0,70,19
118,Austria,48.2,16.366667,2020-08-02,2020,8,31,2,2020-31,8901064,21304,718,18984,57416,645.05,1.38,0,0,0,73,20
119,Austria,48.2,16.366667,2020-08-03,2020,8,32,3,2020-32,8901064,21385,718,19063,56554,635.36,1.28,0,0,0,92,21
120,Austria,48.2,16.366667,2020-08-04,2020,8,32,4,2020-32,8901064,21481,719,19336,56554,635.36,1.28,0,0,0,84,23
121,Austria,48.2,16.366667,2020-08-05,2020,8,32,5,2020-32,8901064,21566,719,19464,56554,635.36,1.28,0,0,0,90,25
122,Austria,48.2,16.366667,2020-08-06,2020,8,32,6,2020-32,8901064,21696,719,19596,56554,635.36,1.28,0,0,0,92,25
123,Austria,48.2,16.366667,2020-08-07,2020,8,32,7,2020-32,8901064,21837,720,19690,56554,635.36,1.28,0,0,0,93,25
124,Austria,48.2,16.366667,2020-08-08,2020,8,32,8,2020-32,8901064,21919,721,19812,56554,635.36,1.28,0,0,0,96,24
125,Austria,48.2,16.366667,2020-08-09,2020,8,32,9,2020-32,8901064,22033,721,19923,56554,635.36,1.28,0,0,0,99,22
126,Austria,48.2,16.366667,2020-08-10,2020,8,33,10,2020-33,8901064,22106,723,20010,56622,636.13,2.58,0,0,0,92,24
127,Austria,48.2,16.366667,2020-08-11,2020,8,33,11,2020-33,8901064,22245,723,20123,56622,636.13,2.58,0,0,0,94,25
128,Austria,48.2,16.366667,2020-08-12,2020,8,33,12,2020-33,8901064,22439,724,20268,56622,636.13,2.58,0,0,0,93,25
129,Austria,48.2,16.366667,2020-08-13,2020,8,33,13,2020-33,8901064,22594,725,20346,56622,636.13,2.58,0,0,0,92,22
130,Austria,48.2,16.366667,2020-08-14,2020,8,33,14,2020-33,8901064,22876,725,20499,56622,636.13,2.58,0,0,0,91,19
131,Austria,48.2,16.366667,2020-08-15,2020,8,33,15,2020-33,8901064,23179,728,20627,56622,636.13,2.58,0,0,0,83,21
132,Austria,48.2,16.366667,2020-08-16,2020,8,33,16,2020-33,8901064,23370,728,20681,56622,636.13,2.58,0,0,0,65,19
133,Austria,48.2,16.366667,2020-08-17,2020,8,34,17,2020-34,8901064,23534,729,20765,76497,859.41,2.49,0,0,0,91,23
134,Austria,48.2,16.366667,2020-08-18,2020,8,34,18,2020-34,8901064,23829,729,20870,76497,859.41,2.49,0,0,0,97,19
135,Austria,48.2,16.366667,2020-08-19,2020,8,34,19,2020-34,8901064,24084,729,20958,76497,859.41,2.49,0,0,0,101,20
136,Austria,48.2,16.366667,2020-08-20,2020,8,34,20,2020-34,8901064,24431,729,21093,76497,859.41,2.49,0,0,0,95,21
137,Austria,48.2,16.366667,2020-08-21,2020,8,34,21,2020-34,8901064,24762,730,21260,76497,859.41,2.49,0,0,0,90,22
138,Austria,48.2,16.366667,2020-08-22,2020,8,34,22,2020-34,8901064,25062,732,21406,76497,859.41,2.49,0,0,0,94,22
139,Austria,48.2,16.366667,2020-08-23,2020,8,34,23,2020-34,8901064,25253,732,21558,76497,859.41,2.49,0,0,0,93,23
140,Austria,48.2,16.366667,2020-08-24,2020,8,35,24,2020-35,8901064,25495,733,21657,77105,866.24,2.52,0,0,0,112,23
141,Austria,48.2,16.366667,2020-08-25,2020,8,35,25,2020-35,8901064,25706,733,21888,77105,866.24,2.52,0,0,0,114,23
142,Austria,48.2,16.366667,2020-08-26,2020,8,35,26,2020-35,8901064,26033,733,22145,77105,866.24,2.52,0,0,0,118,23
143,Austria,48.2,16.366667,2020-08-27,2020,8,35,27,2020-35,8901064,26361,733,22317,77105,866.24,2.52,0,0,0,121,24
144,Austria,48.2,16.366667,2020-08-28,2020,8,35,28,2020-35,8901064,26590,733,22594,77105,866.24,2.52,0,0,0,119,27
145,Austria,48.2,16.366667,2020-08-29,2020,8,35,29,2020-35,8901064,26985,733,22866,77105,866.24,2.52,0,0,0,114,30
146,Austria,48.2,16.366667,2020-08-30,2020,8,35,30,2020-35,8901064,27166,733,23070,77105,866.24,2.52,0,0,0,110,30
147,Austria,48.2,16.366667,2020-08-31,2020,8,36,31,2020-36,8901064,27438,733,23226,83733,940.71,2.71,0,0,0,123,31
148,Austria,48.2,16.366667,2020-09-01,2020,9,36,1,2020-36,8901064,27642,734,23565,83733,940.71,2.71,0,0,0,119,30
149,Austria,48.2,16.366667,2020-09-02,2020,9,36,2,2020-36,8901064,27969,734,23820,83733,940.71,2.71,0,0,0,127,30
150,Austria,48.2,16.366667,2020-09-03,2020,9,36,3,2020-36,8901064,28372,735,24171,83733,940.71,2.71,0,0,0,132,29
151,Austria,48.2,16.366667,2020-09-04,2020,9,36,4,2020-36,8901064,28729,735,24513,83733,940.71,2.71,0,0,0,128,28
152,Austria,48.2,16.366667,2020-09-05,2020,9,36,5,2020-36,8901064,29087,735,24828,83733,940.71,2.71,0,0,0,129,28
153,Austria,48.2,16.366667,2020-09-06,2020,9,36,6,2020-36,8901064,29271,736,25043,83733,940.71,2.71,0,0,0,115,28
154,Austria,48.2,16.366667,2020-09-07,2020,9,37,7,2020-37,8901064,29561,746,25300,86241,968.88,4.63,0,0,0,134,29
155,Austria,48.2,16.366667,2020-09-08,2020,9,37,8,2020-37,8901064,30081,747,25629,86241,968.88,4.63,0,0,0,142,28
156,Austria,48.2,16.366667,2020-09-09,2020,9,37,9,2020-37,8901064,30583,747,25764,86241,968.88,4.63,0,0,0,161,36
157,Austria,48.2,16.366667,2020-09-10,2020,9,37,10,2020-37,8901064,31247,748,26043,86241,968.88,4.63,0,0,0,166,39
158,Austria,48.2,16.366667,2020-09-11,2020,9,37,11,2020-37,8901064,31827,750,26257,86241,968.88,4.63,0,0,0,163,41
159,Austria,48.2,16.366667,2020-09-12,2020,9,37,12,2020-37,8901064,32696,754,26579,86241,968.88,4.63,0,0,0,167,42
160,Austria,48.2,16.366667,2020-09-13,2020,9,37,13,2020-37,8901064,33159,756,26760,86241,968.88,4.63,0,0,0,182,44
161,Austria,48.2,16.366667,2020-09-14,2020,9,38,14,2020-38,8901064,33541,757,27010,102617,1152.86,5.08,0,0,0,208,47
162,Austria,48.2,16.366667,2020-09-15,2020,9,38,15,2020-38,8901064,34305,757,27354,102617,1152.86,5.08,0,0,0,244,49
163,Austria,48.2,16.366667,2020-09-16,2020,9,38,16,2020-38,8901064,35073,758,27655,102617,1152.86,5.08,0,0,0,267,54
164,Austria,48.2,16.366667,2020-09-17,2020,9,38,17,2020-38,8901064,35853,758,28044,102617,1152.86,5.08,0,0,0,264,55
165,Austria,48.2,16.366667,2020-09-18,2020,9,38,18,2020-38,8901064,36661,763,28451,102617,1152.86,5.08,0,0,0,272,62
166,Austria,48.2,16.366667,2020-09-19,2020,9,38,19,2020-38,8901064,37474,765,28961,102617,1152.86,5.08,0,0,0,265,84
167,Austria,48.2,16.366667,2020-09-20,2020,9,38,20,2020-38,8901064,38095,766,29229,102617,1152.86,5.08,0,0,0,273,68
168,Austria,48.2,16.366667,2020-09-21,2020,9,39,21,2020-39,8901064,38658,767,29516,110816,1244.97,4.2,0,0,0,297,67
169,Austria,48.2,16.366667,2020-09-22,2020,9,39,22,2020-39,8901064,39303,771,30312,110816,1244.97,4.2,0,0,0,315,75
170,Austria,48.2,16.366667,2020-09-23,2020,9,39,23,2020-39,8901064,39984,777,30949,110816,1244.97,4.2,0,0,0,336,77
171,Austria,48.2,16.366667,2020-09-24,2020,9,39,24,2020-39,8901064,40816,783,31661,110816,1244.97,4.2,0,0,0,344,78
172,Austria,48.2,16.366667,2020-09-25,2020,9,39,25,2020-39,8901064,41500,786,32301,110816,1244.97,4.2,0,0,0,333,78
173,Austria,48.2,16.366667,2020-09-26,2020,9,39,26,2020-39,8901064,42214,787,33154,110816,1244.97,4.2,0,0,0,343,80
174,Austria,48.2,16.366667,2020-09-27,2020,9,39,27,2020-39,8901064,42876,787,33589,110816,1244.97,4.2,0,0,0,362,84
175,Austria,48.2,16.366667,2020-09-28,2020,9,40,28,2020-40,8901064,43432,790,34052,130874,1470.32,4.28,0,0,0,381,88
176,Austria,48.2,16.366667,2020-09-29,2020,9,40,29,2020-40,8901064,44041,796,34916,130874,1470.32,4.28,0,0,0,401,90
177,Austria,48.2,16.366667,2020-09-30,2020,9,40,30,2020-40,8901064,44813,799,35644,130874,1470.32,4.28,0,0,0,406,90
178,Austria,48.2,16.366667,2020-10-01,2020,10,40,1,2020-40,8901064,45686,802,36476,130874,1470.32,4.28,0,0,0,395,98
179,Austria,48.2,16.366667,2020-10-02,2020,10,40,2,2020-40,8901064,46374,803,37186,130874,1470.32,4.28,0,0,0,372,100
180,Austria,48.2,16.366667,2020-10-03,2020,10,40,3,2020-40,8901064,47432,809,38045,130874,1470.32,4.28,0,0,0,397,97
181,Austria,48.2,16.366667,2020-10-04,2020,10,40,4,2020-40,8901064,48146,813,38629,130874,1470.32,4.28,0,0,0,373,103
182,Austria,48.2,16.366667,2020-10-05,2020,10,41,5,2020-41,8901064,48896,818,39058,124663,1400.54,6.0,0,0,0,387,101
183,Austria,48.2,16.366667,2020-10-06,2020,10,41,6,2020-41,8901064,49819,822,39790,124663,1400.54,6.0,0,0,0,397,101
184,Austria,48.2,16.366667,2020-10-07,2020,10,41,7,2020-41,8901064,50848,830,40499,124663,1400.54,6.0,0,0,0,425,100
185,Austria,48.2,16.366667,2020-10-08,2020,10,41,8,2020-41,8901064,52057,838,41289,124663,1400.54,6.0,0,0,0,399,107
186,Austria,48.2,16.366667,2020-10-09,2020,10,41,9,2020-41,8901064,53188,842,42039,124663,1400.54,6.0,0,0,0,405,103
187,Austria,48.2,16.366667,2020-10-10,2020,10,41,10,2020-41,8901064,54423,852,42829,124663,1400.54,6.0,0,0,0,410,99
188,Austria,48.2,16.366667,2020-10-11,2020,10,41,11,2020-41,8901064,55319,851,43448,124663,1400.54,6.0,0,0,0,431,96
189,Austria,48.2,16.366667,2020-10-12,2020,10,42,12,2020-42,8901064,56298,855,44065,129647,1456.53,7.64,0,0,0,464,97
190,Austria,48.2,16.366667,2020-10-13,2020,10,42,13,2020-42,8901064,57326,861,44949,129647,1456.53,7.64,0,0,0,504,107
191,Austria,48.2,16.366667,2020-10-14,2020,10,42,14,2020-42,8901064,58672,872,45846,129647,1456.53,7.64,0,0,0,542,112
192,Austria,48.2,16.366667,2020-10-15,2020,10,42,15,2020-42,8901064,60224,877,46798,129647,1456.53,7.64,0,0,0,545,119
193,Austria,48.2,16.366667,2020-10-16,2020,10,42,16,2020-42,8901064,61387,882,47618,129647,1456.53,7.64,0,0,0,584,122
194,Austria,48.2,16.366667,2020-10-17,2020,10,42,17,2020-42,8901064,63134,889,48771,129647,1456.53,7.64,0,0,0,594,130
195,Austria,48.2,16.366667,2020-10-18,2020,10,42,18,2020-42,8901064,64806,893,49561,129647,1456.53,7.64,0,0,0,607,135
196,Austria,48.2,16.366667,2020-10-19,2020,10,43,19,2020-43,8901064,65927,904,50359,158997,1786.27,11.49,0,0,0,654,145
197,Austria,48.2,16.366667,2020-10-20,2020,10,43,20,2020-43,8901064,67451,914,51407,158997,1786.27,11.49,0,0,0,744,145
198,Austria,48.2,16.366667,2020-10-21,2020,10,43,21,2020-43,8901064,69409,925,52617,158997,1786.27,11.49,0,0,0,813,147
199,Austria,48.2,16.366667,2020-10-22,2020,10,43,22,2020-43,8901064,71844,941,53970,158997,1786.27,11.49,0,0,0,841,161
